001, 2018, 012, 18, T, 068.1, 076.0, 071.1, 065.7, 056.5, 048.0 
002, 2018, 012, 18, T, 069.3, 075.3, 071.4, 068.2, 060.9, 053.8 
003, 2018, 012, 18, T, 062.9, 073.5, 065.3, 058.2, 051.3, 049.2 
004, 2018, 012, 18, T, 065.9, 076.0, 067.8, 063.8, 055.0, 047.7 
005, 2018, 012, 18, T, 060.3, 067.7, 063.0, 058.3, 046.1, 043.0 
006, 2018, 012, 18, T, 071.4, 077.9, 074.9, 068.3, 060.0, 052.0 
008, 2018, 012, 18, T, 066.9, 073.5, 069.9, 065.5, 055.1, 043.5 
010, 2018, 012, 18, T, 065.6, 073.9, 069.3, 061.6, 046.9, 043.2 
011, 2018, 012, 18, T, 069.0, 075.0, 071.8, 068.2, 050.7, 041.4 
012, 2018, 012, 18, T, 063.2, 071.5, 065.3, 061.5, 052.3, 045.5 
013, 2018, 012, 18, T, 057.3, 065.4, 060.9, 054.8, 043.3, 040.7 
014, 2018, 012, 18, T, 064.7, 071.1, 066.9, 063.6, 054.8, 047.5 
016, 2018, 012, 18, T, 062.2, 068.9, 065.8, 060.3, 041.5, 037.6 
017, 2018, 012, 18, T, 064.4, 068.6, 059.5, 052.4, 043.4, 041.2 
018, 2018, 012, 18, T, 055.2, 064.7, 058.2, 051.0, 041.6, 040.1 
019, 2018, 012, 18, T, 060.5, 069.0, 063.8, 057.8, 044.9, 038.3 
020, 2018, 012, 18, T, 060.5, 067.8, 062.8, 058.3, 044.9, 039.1 
024, 2018, 012, 18, T, 047.4, 053.6, 050.0, 045.3, 040.5, 039.1 
025, 2018, 012, 18, T, 066.7, 070.9, 068.8, 066.7, 058.8, 051.2 
027, 2018, 012, 18, T, 062.2, 072.8, 066.7, 053.7, 045.3, 039.3 
028, 2018, 012, 18, T, 067.8, 075.9, 072.6, 062.5, 041.1, 038.3 
029, 2018, 012, 18, T, 057.9, 065.9, 062.3, 053.9, 044.3, 037.2 
030, 2018, 012, 18, T, 059.8, 066.9, 063.2, 058.3, 044.5, 041.8 
031, 2018, 012, 18, T, 063.4, 072.9, 068.6, 055.8, 044.6, 039.9 
047, 2018, 012, 18, T, 054.7, 066.0, 055.8, 048.7, 039.7, 037.3 
048, 2018, 012, 18, T, 062.8, 068.8, 066.2, 061.7, 053.0, 045.3 
050, 2018, 012, 18, T, 066.3, 072.5, 067.7, 064.3, 055.8, 049.6 
054, 2018, 012, 18, T, 061.1, 067.4, 064.4, 059.6, 045.8, 042.7 
086, 2018, 012, 18, T, 058.6, 067.5, 062.2, 055.0, 045.8, 039.1 
001, 2018, 012, 18, D, 069.6, 078.0, 071.8, 067.9, 062.6, 059.6 
002, 2018, 012, 18, D, 070.5, 076.0, 071.9, 069.3, 066.3, 064.0 
003, 2018, 012, 18, D, 064.9, 075.2, 066.7, 061.1, 055.7, 051.5 
004, 2018, 012, 18, D, 067.7, 078.2, 068.9, 064.9, 062.7, 060.2 
005, 2018, 012, 18, D, 062.3, 069.4, 064.2, 060.4, 057.1, 054.2 
006, 2018, 012, 18, D, 072.9, 078.8, 075.7, 071.9, 065.6, 063.7 
008, 2018, 012, 18, D, 068.2, 074.2, 070.7, 066.8, 063.5, 060.4 
010, 2018, 012, 18, D, 067.0, 074.7, 070.6, 064.2, 058.6, 054.8 
011, 2018, 012, 18, D, 070.7, 076.0, 072.5, 069.9, 065.9, 060.9 
012, 2018, 012, 18, D, 064.3, 072.5, 065.9, 062.9, 060.0, 058.0 
013, 2018, 012, 18, D, 058.8, 065.8, 061.8, 057.4, 051.6, 048.1 
014, 2018, 012, 18, D, 066.0, 071.9, 067.6, 064.9, 062.5, 060.4 
016, 2018, 012, 18, D, 063.9, 070.2, 066.6, 062.8, 055.8, 048.1 
017, 2018, 012, 18, D, 067.0, 071.7, 060.2, 054.4, 049.5, 046.6 
018, 2018, 012, 18, D, 057.1, 066.5, 059.5, 053.7, 048.1, 045.1 
019, 2018, 012, 18, D, 062.1, 069.9, 064.8, 060.2, 056.1, 053.3 
020, 2018, 012, 18, D, 061.9, 068.0, 063.5, 060.0, 056.9, 054.2 
024, 2018, 012, 18, D, 048.9, 054.6, 050.7, 047.0, 044.0, 043.0 
025, 2018, 012, 18, D, 068.0, 071.4, 069.4, 067.7, 066.0, 064.3 
027, 2018, 012, 18, D, 063.7, 073.6, 068.4, 055.7, 047.5, 044.7 
028, 2018, 012, 18, D, 069.6, 076.5, 073.6, 067.0, 058.2, 052.6 
029, 2018, 012, 18, D, 059.0, 066.2, 063.0, 056.7, 049.3, 045.3 
030, 2018, 012, 18, D, 061.7, 067.7, 064.0, 060.6, 057.2, 054.3 
031, 2018, 012, 18, D, 065.2, 073.6, 069.8, 060.4, 052.5, 048.9 
047, 2018, 012, 18, D, 054.8, 065.5, 057.2, 051.0, 047.7, 045.7 
048, 2018, 012, 18, D, 064.2, 069.7, 066.8, 063.8, 057.1, 054.5 
050, 2018, 012, 18, D, 067.3, 073.8, 068.4, 065.6, 062.9, 060.5 
054, 2018, 012, 18, D, 062.8, 067.9, 065.1, 061.6, 057.9, 054.4 
086, 2018, 012, 18, D, 059.2, 067.9, 062.8, 056.4, 049.3, 045.2 
001, 2018, 012, 18, E, 067.7, 073.0, 070.8, 066.5, 060.3, 056.1 
002, 2018, 012, 18, E, 069.2, 074.2, 070.9, 068.5, 065.0, 061.1 
003, 2018, 012, 18, E, 060.0, 068.2, 063.2, 057.6, 054.3, 052.1 
004, 2018, 012, 18, E, 065.6, 072.7, 067.7, 064.3, 062.2, 060.4 
005, 2018, 012, 18, E, 059.8, 065.4, 062.4, 058.5, 054.4, 050.6 
006, 2018, 012, 18, E, 071.4, 077.3, 074.5, 070.0, 064.7, 061.8 
008, 2018, 012, 18, E, 067.0, 073.1, 069.7, 065.8, 061.8, 057.2 
010, 2018, 012, 18, E, 066.4, 073.7, 069.1, 062.8, 056.8, 052.0 
011, 2018, 012, 18, E, 069.5, 075.8, 071.5, 068.6, 063.2, 057.2 
012, 2018, 012, 18, E, 064.8, 074.5, 065.6, 062.3, 058.8, 055.6 
013, 2018, 012, 18, E, 057.8, 066.1, 060.9, 055.8, 048.8, 044.6 
014, 2018, 012, 18, E, 064.6, 070.3, 066.5, 063.7, 060.8, 057.6 
016, 2018, 012, 18, E, 062.2, 067.6, 065.3, 061.2, 052.3, 044.6 
017, 2018, 012, 18, E, 060.7, 068.1, 062.2, 055.1, 048.3, 044.3 
018, 2018, 012, 18, E, 055.0, 063.0, 058.2, 052.5, 045.5, 042.3 
019, 2018, 012, 18, E, 061.0, 069.1, 063.6, 058.1, 053.1, 049.0 
020, 2018, 012, 18, E, 061.1, 067.7, 062.6, 058.5, 052.9, 046.6 
024, 2018, 012, 18, E, 046.9, 053.0, 049.0, 045.8, 043.8, 042.5 
025, 2018, 012, 18, E, 067.5, 070.9, 068.5, 066.9, 065.0, 062.8 
027, 2018, 012, 18, E, 062.0, 071.9, 066.3, 055.5, 050.4, 047.2 
028, 2018, 012, 18, E, 067.6, 075.0, 071.8, 063.7, 054.1, 046.2 
029, 2018, 012, 18, E, 055.6, 065.1, 060.3, 050.1, 042.6, 037.4 
030, 2018, 012, 18, E, 059.5, 066.8, 062.9, 057.4, 049.3, 045.4 
031, 2018, 012, 18, E, 064.5, 072.8, 069.3, 059.0, 051.2, 045.7 
047, 2018, 012, 18, E, 058.9, 073.1, 056.7, 048.6, 044.2, 042.5 
048, 2018, 012, 18, E, 063.4, 068.3, 066.1, 062.9, 057.3, 054.3 
050, 2018, 012, 18, E, 067.6, 073.7, 067.7, 064.8, 061.4, 058.5 
054, 2018, 012, 18, E, 061.7, 067.4, 064.4, 060.7, 055.1, 049.7 
086, 2018, 012, 18, E, 057.7, 066.6, 061.0, 053.1, 044.7, 040.6 
001, 2018, 012, 18, N, 063.9, 071.8, 068.3, 060.0, 051.5, 046.1 
002, 2018, 012, 18, N, 066.4, 073.0, 069.6, 063.7, 056.7, 051.0 
003, 2018, 012, 18, N, 058.6, 068.9, 060.7, 052.7, 050.0, 048.9 
004, 2018, 012, 18, N, 060.5, 069.2, 063.5, 057.6, 050.9, 045.8 
005, 2018, 012, 18, N, 053.4, 061.9, 056.4, 048.8, 043.8, 042.4 
006, 2018, 012, 18, N, 066.7, 074.8, 070.0, 063.0, 055.2, 050.1 
008, 2018, 012, 18, N, 063.2, 071.6, 067.6, 059.6, 048.1, 042.1 
010, 2018, 012, 18, N, 061.0, 070.3, 062.8, 051.3, 043.9, 042.9 
