011, 2018, 012, 18, N, 062.6, 071.7, 067.3, 056.4, 043.8, 040.5 
012, 2018, 012, 18, N, 058.5, 065.5, 061.5, 055.2, 048.4, 043.3 
013, 2018, 012, 18, N, 052.8, 062.5, 056.0, 045.3, 041.7, 040.2 
014, 2018, 012, 18, N, 060.8, 069.0, 063.8, 057.8, 050.4, 045.6 
016, 2018, 012, 18, N, 056.7, 066.4, 061.6, 047.9, 038.6, 037.1 
017, 2018, 012, 18, N, 049.1, 058.4, 052.7, 045.2, 042.1, 040.9 
018, 2018, 012, 18, N, 048.9, 059.3, 052.0, 043.2, 040.6, 039.9 
019, 2018, 012, 18, N, 054.5, 064.9, 057.9, 048.5, 040.8, 037.2 
020, 2018, 012, 18, N, 056.1, 067.1, 058.5, 048.8, 041.0, 038.3 
024, 2018, 012, 18, N, 044.0, 051.5, 047.8, 042.1, 039.5, 039.0 
025, 2018, 012, 18, N, 062.5, 068.3, 065.8, 061.4, 054.3, 049.5 
027, 2018, 012, 18, N, 058.4, 071.0, 060.7, 050.3, 041.8, 038.0 
028, 2018, 012, 18, N, 061.6, 074.1, 064.8, 045.5, 039.1, 038.1 
030, 2018, 012, 18, N, 052.7, 063.1, 056.1, 046.9, 042.6, 041.2 
031, 2018, 012, 18, N, 053.8, 066.5, 054.0, 047.5, 041.8, 038.9 
047, 2018, 012, 18, N, 047.4, 059.7, 047.3, 041.7, 038.1, 037.0 
048, 2018, 012, 18, N, 058.4, 065.4, 062.3, 056.1, 048.5, 043.5 
050, 2018, 012, 18, N, 062.2, 068.4, 064.4, 058.7, 052.0, 048.3 
054, 2018, 012, 18, N, 053.9, 064.2, 058.0, 047.8, 044.0, 042.1 
